model_name,lf_type,n_good_lfs,n_lfs,run_id,good_mean,good_std,bad_mean,bad_std,total_mean,total_std,acc,mcc
weasel,bad,5,6,0,1.5749667,0.2521849,1.4513817,0.49345502,1.5075568,0.40683115,0.646,0.5618847814857179
weasel,bad,5,7,0,1.6019728,0.15162586,1.3300923,0.45514742,1.4433757,0.3852124,0.666,0.583525715017087
weasel,bad,5,8,0,1.8063104,0.75968456,1.1245254,0.28090107,1.3867503,0.61688393,0.564,0.4565096645466025
weasel,bad,5,9,0,1.7588075,0.18589139,1.101583,0.09750766,1.3363062,0.3429639,0.596,0.49541299937821204
weasel,bad,5,10,0,1.8832601,0.45913035,0.9948616,0.17880225,1.2909944,0.5166911,0.674,0.5928165461932522
weasel,bad,5,15,0,1.7861681,0.6252819,0.89532256,0.5035673,1.118034,0.66085577,0.723,0.6547590068843535
weasel,bad,5,20,0,1.8867441,0.9866996,0.778314,0.24623127,1.0,0.66317254,0.739,0.6747781555890527
weasel,bad,5,25,0,1.7193712,0.6588118,0.7515708,0.3332092,0.9128708,0.5430939,0.676,0.5951462318634008
weasel,bad,5,50,0,2.4839299,0.72423416,0.4932269,0.2667362,0.67419994,0.66323113,0.84,0.800860935563588
weasel,bad,5,75,0,2.60714,1.0791992,0.42247546,0.35034433,0.559017,0.68375117,0.815,0.7689089323300874
weasel,bad,5,100,0,2.9059994,1.6061457,0.36704755,0.26474,0.48795,0.6942197,0.653,0.5679190158653321
weasel,random,5,0,0,2.236068,0.6610563,,,2.236068,0.6610563,0.999,0.9987504925493486
weasel,random,5,1,0,1.9868902,0.48768595,2.3129976,0.0,2.0412414,0.46148485,0.999,0.998749846815536
weasel,random,5,2,0,1.6123711,0.08482997,2.583451,0.004575968,1.8898224,0.44451582,0.997,0.9962462437088945
weasel,random,5,3,0,1.6137307,0.20113815,2.0244942,0.043036677,1.767767,0.25597897,1.0,1.0
weasel,random,5,4,0,1.6204525,0.32943946,1.7244344,0.018957654,1.6666666,0.251245,0.994,0.9925387834063696
weasel,random,5,5,0,1.3183746,0.17009309,1.843903,0.045392275,1.5811388,0.2907594,1.0,1.0
weasel,random,5,6,0,1.7423471,0.23504221,1.3118981,0.041875523,1.5075569,0.2683403,1.0,1.0
weasel,random,5,7,0,1.2454783,0.098745525,1.584731,0.019255904,1.4433757,0.17959101,0.993,0.9912731355167268
weasel,random,5,8,0,2.157084,1.0663812,0.905292,0.024861375,1.3867505,0.8992423,0.998,0.9974994337750773
weasel,random,5,9,0,1.7313261,0.21474345,1.1168507,0.019810006,1.3363062,0.32157603,0.997,0.9962592115225954
weasel,random,5,10,0,1.1013123,0.14004827,1.3858354,0.03796677,1.2909944,0.15965113,0.999,0.9987509394717989
weasel,random,5,15,0,0.9590101,0.17644843,1.1710418,0.040793106,1.1180339,0.13214044,1.0,1.0
weasel,random,5,20,0,0.95368326,0.17049186,1.0115792,0.029480541,1.0000001,0.08393501,0.998,0.9975008420994217
weasel,random,5,25,0,1.239199,0.24489331,0.8476053,0.024868079,0.91287094,0.1783503,0.995,0.9937769381020676
weasel,random,5,50,0,1.0371404,0.06299696,0.63790584,0.02454734,0.6741999,0.11866406,0.998,0.9975004886943759
weasel,random,5,75,0,0.70563143,0.026737444,0.5492427,0.027237065,0.559017,0.04661786,0.995,0.9937580520083503
weasel,random,5,100,0,0.5264834,0.058246557,0.4860234,0.024725605,0.48795003,0.028601395,0.988,0.9850762947564138
weasel,constant,5,0,0,2.236068,0.6610563,,,2.236068,0.6610563,0.999,0.9987504925493486
weasel,constant,5,1,0,1.9577987,0.32438192,2.4584556,0.0,2.0412416,0.3499998,0.997,0.9962590384999584
weasel,constant,5,2,0,1.9052274,0.17360209,1.8513099,0.027974248,1.8898224,0.14947842,0.999,0.9987504831160392
weasel,constant,5,3,0,1.9985806,0.28268993,1.383078,0.12928298,1.767767,0.38079548,0.999,0.998750461323183
weasel,constant,5,4,0,2.2216706,0.674811,0.97291183,0.22276413,1.6666667,0.81245,0.999,0.9987504706255717
weasel,constant,5,5,0,2.1747832,0.5703799,0.9874942,0.11067941,1.5811388,0.72194564,1.0,1.0
weasel,constant,5,6,0,2.3698308,0.31754965,0.78899497,0.15758301,1.5075569,0.8240011,0.998,0.997503521148185
weasel,constant,5,7,0,2.4431825,0.18893903,0.72922814,0.13497533,1.4433757,0.8599483,0.998,0.9974996376437031
weasel,constant,5,8,0,2.461619,0.92371416,0.7149576,0.16542548,1.3867503,1.0330061,1.0,1.0
weasel,constant,5,9,0,2.4864593,0.29994953,0.6973323,0.10908678,1.3363062,0.88017035,1.0,1.0
weasel,constant,5,10,0,2.3854916,0.34035903,0.74374574,0.09651048,1.2909944,0.802363,1.0,1.0
weasel,constant,5,15,0,2.788966,0.9328725,0.56105673,0.12879418,1.1180341,1.0773461,1.0,1.0
weasel,constant,5,20,0,2.813525,0.73668575,0.54661876,0.09734899,1.0,0.96868,0.999,0.9987503790015152
weasel,constant,5,25,0,3.3518853,1.6018856,0.42506808,0.13733836,0.91287094,1.2779472,0.998,0.9975030028515169
weasel,constant,5,50,0,3.7261376,0.6969108,0.36900613,0.12181363,0.67419994,0.9945225,0.999,0.9987503738753648
weasel,constant,5,75,0,4.5818863,1.6141664,0.29082566,0.16519646,0.559017,1.1257569,1.0,1.0
weasel,constant,5,100,0,4.6007442,1.3514572,0.28231034,0.1582685,0.48795003,0.97805065,0.997,0.9962503496353246
snorkel,bad,5,0,0,0.46572722730598287,0.0014980756500981307,,,0.46572722730598287,0.0014980756500981307,0.999,0.9987504925493486
snorkel,bad,5,1,0,0.470523038535094,0.0002750807760332371,0.39084809430184064,0.0,0.4572438811628851,0.029694160376083505,0.998,0.9975035085459761
snorkel,bad,5,2,0,0.24827235237282091,0.0007658929027877599,0.22253648099288892,6.444747171263643e-05,0.24091924626426892,0.011644337875486075,0.996,0.9950163273419634
snorkel,bad,5,3,0,0.25534860547697347,1.274976605786525e-05,0.23545383721315938,2.9151570680595493e-09,0.2478880673780432,0.009631518544540175,1.0,1.0
snorkel,bad,5,4,0,0.25258170521740697,0.002454269552371605,0.24745165840924271,0.0003500916318582393,0.2503016844137784,0.0031462591369627395,0.938,0.9225196523424692
snorkel,bad,5,5,0,0.2575638383381203,0.00046530853348347,0.2556532782502523,0.002662056089228145,0.2566085582941863,0.0021363724602941137,0.748,0.6868915469183887
snorkel,bad,5,6,0,0.26267774461017357,0.0001597354931094531,0.27147695512690007,0.0009192834641633147,0.26747731398293345,0.004434986688167334,0.259,0.07410937216556403
snorkel,bad,5,7,0,0.2626072504940341,0.0007345440512092031,0.2784799008582069,0.0029698268111603594,0.27186629653980154,0.008161213537137417,0.25,0.06285742904844344
snorkel,bad,5,8,0,0.5051053463840832,0.005007360483704106,0.5802733077840427,0.0055918933870441915,0.551362553399443,0.03696237403431915,0.225,0.03136576623573424
snorkel,bad,5,9,0,0.5136780100546233,0.0014374379716634122,0.6061733567585655,0.006871182866449131,0.5731393043643005,0.04466919255455537,0.205,0.00650292813653341
snorkel,bad,5,10,0,0.5133705025157088,0.00290357436205166,0.6352484240160032,0.0015049805369192501,0.5946224501825718,0.05749138827220688,0.211,0.01380086825989191
snorkel,bad,5,15,0,0.4543361621721198,0.0007099635779204142,0.6467822367766157,0.009255128265492477,0.5986707181254917,0.08371692625885688,0.206,0.007925058578219967
snorkel,bad,5,20,0,0.19426575594500922,0.00015025988346805243,0.28863061609421237,0.005634432900779037,0.2697576440643717,0.038080943736386146,0.209,0.010904982271467304
snorkel,bad,5,25,0,0.462069963849578,0.0005443313029586151,1.0,0.0,0.9103449939749296,0.20047481115975196,0.206,0.007365821311240606
snorkel,bad,5,50,0,0.36689970170805,0.00044399387919420025,0.988712045359513,0.03289650628170408,0.9321836504821072,0.18148942754124492,0.202,0.0026108060191790735
snorkel,bad,5,75,0,0.150242143403783,0.0008007993485689146,0.9841322716912646,0.03569979928212536,0.9320141386732969,0.20479101019976018,0.208,0.009716014670004082
snorkel,bad,5,100,0,0.00010049999847443539,0.0,0.826661701020323,0.0568766233494934,0.7873016438288063,0.18456756777513048,0.209,0.010802798390239277
snorkel,random,5,0,0,0.46572722730598287,0.0014980756500981307,,,0.46572722730598287,0.0014980756500981307,0.999,0.9987504925493486
snorkel,random,5,1,0,0.22995844261939666,0.0001198152975532651,0.19514577277676315,0.0,0.22415633097895774,0.012974377076704832,1.0,1.0
snorkel,random,5,2,0,0.40056139021767645,0.0012805999136819737,0.34096386878436724,2.203124777744314e-05,0.38353352695101667,0.02694516357726093,0.999,0.9987495384941025
snorkel,random,5,3,0,0.4561171495421896,2.4905944643098037e-05,0.3804019663273692,0.0003786555193679178,0.427723955836632,0.03665619415407229,1.0,1.0
snorkel,random,5,4,0,0.5974950586587703,0.006414207647100275,0.5040037156915412,0.0009248943693180296,0.5559433506733351,0.04670564672949146,0.99,0.9875144355203863
snorkel,random,5,5,0,0.6759329178306823,0.0015807087429495887,0.5601884638222213,0.0002620783511467509,0.6180606908264518,0.05788331643077539,1.0,1.0
snorkel,random,5,6,0,0.24865843069912827,0.00014448454554899485,0.2127905546585743,0.00011789354833163184,0.22909413467700793,0.017860154979889842,1.0,1.0
snorkel,random,5,7,0,0.04806951456573355,2.6564225480291988e-05,0.04646674121199827,4.544603977145825e-05,0.0471345634427213,0.0007911257497567277,0.597,0.5913698260609934
snorkel,random,5,8,0,0.2161505243781825,0.0017308846416079504,0.1905208223703133,0.000257191300389558,0.2003784000656476,0.012516706429468368,0.99,0.987551139674571
snorkel,random,5,9,0,0.19228775658987723,0.0004644161885327576,0.16874052547066443,0.00014321640009668058,0.1771502508703833,0.011286827781416002,0.998,0.9975036271477581
snorkel,random,5,10,0,0.684116887981493,0.004914359350547698,0.5581002003156778,0.0008463533626611008,0.6001057628709494,0.05947657037120967,1.0,1.0
snorkel,random,5,15,0,0.5570159355498123,0.0012027186685129438,0.47036383643069896,0.0007063833400959688,0.49202686121047734,0.03753126421990264,0.999,0.9987495224649732
snorkel,random,5,20,0,0.5798763602931716,0.000898231485762173,0.4866147212347024,0.0009190516023222784,0.5052670490463962,0.03731587356364768,1.0,1.0
snorkel,random,5,25,0,0.5730657793045053,0.0014300204052627775,0.48156528831844897,0.000760928145009728,0.49681537014945826,0.03411228979938485,0.996,0.9950060283632353
snorkel,random,5,50,0,0.39896998372898473,0.00023552082617166292,0.3620420374263648,0.0004641150211309262,0.3653991234538757,0.010625494312180283,0.661,0.6320980733090498
snorkel,random,5,75,0,0.4169641145688597,0.0012965100357050713,0.3526922146814279,0.0009638047164708426,0.35670920842439247,0.015589082771864837,0.737,0.7211190185527091
snorkel,random,5,100,0,0.36024488476952393,0.0010616450023241111,0.3105296347575589,0.0006460909124590367,0.3128970276152715,0.010608591117375138,0.593,0.5448727957481955
snorkel,constant,5,0,0,0.46572722730598287,0.0014980756500981307,,,0.46572722730598287,0.0014980756500981307,0.999,0.9987504925493486
snorkel,constant,5,1,0,0.4706133970458356,0.00025445826533269266,0.39140090070435374,0.0,0.4574113143222553,0.02952166829141975,0.997,0.9962590384999584
snorkel,constant,5,2,0,0.46422661557714323,0.0015254543928345727,0.41261508791377444,3.263354253491002e-09,0.4494804648161807,0.02335132879413085,0.999,0.998750461323183
snorkel,constant,5,3,0,0.474974108259655,3.472656992627621e-05,0.4339644949337096,0.0,0.4595955032624255,0.01985371266230032,1.0,1.0
snorkel,constant,5,4,0,0.46573145798650917,0.0047789039790859895,0.45593283591511147,2.8261476850712105e-09,0.4613765148436657,0.006032797639223527,1.0,1.0
snorkel,constant,5,5,0,0.472189423072361,0.0008866300615712399,0.47802340715306535,0.0,0.4751064151127132,0.0029836050335992712,0.997,0.9962488122544515
snorkel,constant,5,6,0,0.47863738113480425,0.00024188333110448687,0.49998857936777136,4.198321083036437e-09,0.4902834892618772,0.010632644219349622,0.655,0.5784234878644641
snorkel,constant,5,7,0,0.47387517866022233,0.001424020719482095,0.5225125201209291,3.942025989991846e-09,0.5022469611789679,0.02399614473568862,0.363,0.2049944298661193
snorkel,constant,5,8,0,0.2625598629844224,0.0025548782382236314,0.30026525757491584,3.834767931134446e-09,0.28576318273241835,0.01841213782055143,0.394,0.2674881783333647
snorkel,constant,5,9,0,0.2687216387890025,0.0007672644631836763,0.31394081381174654,0.0,0.2977911084464808,0.02167195464696517,0.351,0.20485841574158875
snorkel,constant,5,10,0,0.2719694820837959,0.0013403780852960002,0.3280075179282713,0.0,0.30932817264677953,0.026427916138575154,0.385,0.2626189004055356
snorkel,constant,5,15,0,0.28634603151586724,0.0004761021422414486,0.4023890275642879,3.27042173933711e-09,0.37337827855218275,0.05024865513665567,0.365,0.20789364789592188
snorkel,constant,5,20,0,0.30074056865132504,0.000618778330964058,0.4833014696143355,1.1102230246251565e-16,0.4467892894217333,0.07302488471057485,0.373,0.22439734614781265
snorkel,constant,5,25,0,0.3112528604159481,0.0005571604937058262,0.5697216823647233,4.031469967624882e-09,0.5266435453732607,0.09632591121419704,0.384,0.24519668005388548
snorkel,constant,5,50,0,0.258665193974567,0.0010520156756826347,1.0,0.0,0.9326059267249607,0.21311900839311967,0.303,0.12727126879061423
snorkel,constant,5,75,0,0.061196417067155826,0.0012607256009726205,0.9963154949123596,1.159974505844582e-08,0.9378705525470344,0.22635650788216363,0.347,0.18409478265485718
snorkel,constant,5,100,0,0.01665715962625111,0.0007210166575895087,0.899634211338225,3.968822358073108e-09,0.8575876850662261,0.1880378477496346,0.364,0.2119354095473954
flyingsquid,bad,5,0,0,0.9915163347705545,0.008143730183717127,,,0.9915163347705545,0.008143730183717127,1.0,1.0
flyingsquid,bad,5,1,0,0.9978011555474138,0.0011681763454218165,0.6792510461899697,0.0,0.9447094706545065,0.11872140590678601,0.999,0.9987504925493486
flyingsquid,bad,5,2,0,0.9616778260042992,0.0050734596120402,0.7860420472133717,0.0007475248591385375,0.911496174921177,0.07946093774751288,1.0,1.0
flyingsquid,bad,5,3,0,0.9538272799564089,1.9049972043961748e-05,0.8471441871119989,0.0,0.9138211201397552,0.05164773243431059,1.0,1.0
flyingsquid,bad,5,4,0,0.9143493433966385,0.0120875880850215,0.8867795953483404,0.0018846872268686477,0.9020961220418395,0.01644468249076096,0.97,0.9625687046606515
flyingsquid,bad,5,5,0,0.9044189729880721,0.0019591224180191915,0.8977555396480419,0.011233334319862317,0.9010872563180568,0.0087242945998257,0.757,0.696282382946754
flyingsquid,bad,5,6,0,0.8927705201230778,0.0006348700495648834,0.923987512935741,0.00329783867083974,0.9097979707481666,0.015739350680263494,0.273,0.09050889081191212
flyingsquid,bad,5,7,0,0.8725525622583794,0.0027158923002747956,0.9252134495588121,0.009852976979657348,0.9032714131836319,0.027087601984629846,0.245,0.05666073991847539
flyingsquid,bad,5,8,0,0.8498943301303863,0.007098168214385757,0.9438583138398902,0.007103250417013695,0.9077183201054655,0.0462621556184695,0.212,0.015114761976030166
flyingsquid,bad,5,9,0,0.8471495432931455,0.002000859727537102,0.9527014492909234,0.007976658218650203,0.9150043400060027,0.05099277014997178,0.205,0.0064692049866601
flyingsquid,bad,5,10,0,0.8368558161215539,0.0037349026460012764,0.962409794898371,0.0015698268286084094,0.9205584686394318,0.05923984939242534,0.205,0.0064867163690679195
flyingsquid,bad,5,15,0,0.8022707005251618,0.0006782310543262136,0.9706081332811171,0.008544797807224329,0.9285237750921282,0.07326769266909439,0.203,0.004133239432380404
flyingsquid,bad,5,20,0,0.7808237129098513,0.0003789116308208274,0.9763411912918952,0.013071314944041105,0.9372376956154865,0.07907622671041864,0.204,0.0047904912836345594
flyingsquid,bad,5,25,0,0.7581209040517416,0.00040622745261862227,0.9914605033594626,0.0007016457264750459,0.952570570141509,0.08696305127780525,0.203,0.0035370748971477006
flyingsquid,bad,5,50,0,0.7295965691660391,0.00025101001571593097,0.9823543700137348,0.017364119278154972,0.9593763881184897,0.07452506052371122,0.206,0.007595364331097396
flyingsquid,bad,5,75,0,0.7156053880374789,0.0003433540107290332,0.9836960316186197,0.01656095991329935,0.9669403663947985,0.06684621104304982,0.211,0.013233021714795583
flyingsquid,bad,5,100,0,0.7064094109439525,0.0004911031636705556,0.9889470688856596,0.01520518957786799,0.9754928946979595,0.06197173483011968,0.208,0.009201440922600026
flyingsquid,random,5,0,0,0.9915163347705545,0.008143730183717127,,,0.9915163347705545,0.008143730183717127,1.0,1.0
flyingsquid,random,5,1,0,0.9978015524394681,0.0010396149938902489,0.681031564828212,0.0,0.9450065545042587,0.11805701885532574,1.0,1.0
flyingsquid,random,5,2,0,0.9697005624645518,0.00498118741375258,0.724830619209494,0.00026989316247494344,0.8997377215345354,0.11070113644233542,0.999,0.9987495384941025
flyingsquid,random,5,3,0,0.9709590989859815,7.166377637335499e-05,0.743780096208804,0.001312349449578061,0.8857669729445401,0.10998551248603682,1.0,1.0
flyingsquid,random,5,4,0,0.9391322118376184,0.011989413223921287,0.7600354470714611,0.002206379419985765,0.8595336497193262,0.08945354310414745,0.997,0.9962488072109321
flyingsquid,random,5,5,0,0.935688577847924,0.002091339413671802,0.7682460458009153,0.0005106953164781019,0.8519673118244195,0.08373510398693675,0.999,0.9987507380555152
flyingsquid,random,5,6,0,0.9319904944473928,0.000562897884707881,0.7734911860171075,0.0005701756729300614,0.8455363262126917,0.07892353275769769,1.0,1.0
flyingsquid,random,5,7,0,0.914561230339026,0.002161976292107247,0.7794805749535908,0.0019317781519988149,0.8357641813641887,0.0666266201585586,1.0,1.0
flyingsquid,random,5,8,0,0.9008255592224972,0.007187336870719289,0.7836394451381298,0.0013823930660705026,0.8287110274782712,0.05719580798367937,0.997,0.996256350560777
flyingsquid,random,5,9,0,0.900945244138256,0.0021394926695759123,0.785546292508733,0.0009044499898213574,0.8267602038049914,0.05531379885818714,0.999,0.9987505253827946
flyingsquid,random,5,10,0,0.8961431380789326,0.0034667705660782824,0.7874724049185264,0.000980964117780251,0.8236959826386617,0.051273217753647,1.0,1.0
flyingsquid,random,5,15,0,0.8745204489886301,0.0009672822154522944,0.793182275982106,0.0008881632246442882,0.8135168192337371,0.035232179636145784,1.0,1.0
flyingsquid,random,5,20,0,0.861031326342664,0.0004795635380522805,0.7957040209996895,0.0008916348572466639,0.8087694820682843,0.02614396867639281,0.998,0.9974960312094671
flyingsquid,random,5,25,0,0.8481474577866432,0.0005777073320358219,0.7972228551500612,0.0005588499339825598,0.8057102889228247,0.01898679924498655,0.985,0.9812986512993156
flyingsquid,random,5,50,0,0.827805283522344,0.000166251940196332,0.7991314118779786,0.0004011229323075433,0.8017381274820118,0.008252178347177999,1.0,1.0
flyingsquid,random,5,75,0,0.8193514790448043,0.0003584405347365234,0.7995944848904283,0.00039816200220192986,0.8008292970250768,0.004798757106057146,0.982,0.9775047502395411
flyingsquid,random,5,100,0,0.8144418379168192,0.00028535774337267605,0.7997926136379411,0.0002610305933991716,0.800490195746459,0.0031306845719333617,0.939,0.924525181259751
flyingsquid,constant,5,0,0,0.9915163347705545,0.008143730183717127,,,0.9915163347705545,0.008143730183717127,1.0,1.0
flyingsquid,constant,5,1,0,0.9978008008156134,0.0009405887830700234,0.6813373125299362,0.0,0.9450568861013339,0.11794210424180589,1.0,1.0
flyingsquid,constant,5,2,0,0.9615410530678931,0.004960590560274251,0.7918445187832259,0.0,0.9130563289865596,0.07677563369537665,1.0,1.0
flyingsquid,constant,5,3,0,0.9540764200586824,0.00013497332264461047,0.8479767470502718,0.0,0.9142890426805285,0.05136539415965167,0.999,0.9987504925493486
flyingsquid,constant,5,4,0,0.9142225241138826,0.011162724879302362,0.8892768192823194,0.0,0.9031355441887433,0.014929072223479958,1.0,1.0
flyingsquid,constant,5,5,0,0.9027077502946161,0.0017194839232091122,0.9127383735117173,0.0,0.9077230619031667,0.005160587467716154,0.999,0.9987504831160392
flyingsquid,constant,5,6,0,0.8927311973158909,0.00034142018949645064,0.9291463486796677,1.1102230246251565e-16,0.9125940071506783,0.01813364269665005,0.908,0.8862748362673795
flyingsquid,constant,5,7,0,0.8696885469411372,0.0024719884433055963,0.9428376955270894,1.1102230246251565e-16,0.9123588836162759,0.03609830054013498,0.418,0.2968800950742545
flyingsquid,constant,5,8,0,0.8500355586127357,0.00836349218120039,0.9534018769613526,0.0,0.913645600673423,0.05055493531138229,0.378,0.22577055654706785
flyingsquid,constant,5,9,0,0.8465061118242241,0.002560146162369318,0.9597197733258758,0.0,0.9192863227895717,0.05426873776672623,0.341,0.19227445466125312
